id,text,user_1,user_2,category_1,category_2
660,"We are not on the winning side, but looking back, we can afford to say that since the launching of the massive global warming propaganda at the UN Rio Summit in 1992 and since its subsequent acceptance worldwide, several things happened that suggest some degree of optimism:",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
661,"OIRA seems to have little understanding of the nature of regulation and how it might be disciplined. By ""discipline,"" it should be understood, we are not asserting that regulations are ""good"" or ""bad,"" but rather that OIRA ensure that this question is addressed. To see how badly OIRA has missed this point, consider how its approach would fare if applied to OMB's major task of reviewing government spending.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
662,"I am sure that we can expect to see similar coverage about the 2nd highest Northern Sea Ice Area minimum, like we saw for the Arctic in 2011, e.g.:",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,0
663,"In fact the report had been made public by the Pentagon, made clear that it was a scenario, not a forecast, and made no mention of the threat being greater than terrorism (that being a reference to the statement by Sir David King see recent issues).",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
664,"Case in point: Mike Pence, our usually unobtrusive vice president who last week drew headlines for hiring a personal lawyer in wake of the Russia probe.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
665,"EU members states have spent about ?600 billion ($882bn) on renewable energy projects since 2005, according to Bloomberg New Energy Finance. Germany?s green energy transition alone may cost consumers up to ?1 trillion by 2030, the German government recently warned.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,1,1
666,"A similar theme is part of an As You Sow shareholder resolution filed with chemical giant Dupont in order to cast aspersions on biotechnology. Pretending as if biotechnology is some unregulated and haphazard Frankenstein-making process rather than the heavily regulated activity it actually is, As You Sow seeks to be come a new biotech regulator by demanding special biotech safety reports and assurances.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
667,Aenean vitae accumsan tellus class aptent taciti sociosqu ad litora torquent per conubia nostra.,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
668,New governors usher in era of labor union reform:,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
669,"The simple reality is that currency does and always will rule all avenues of life. Has anyone checked on how much is the cost to die; most of us who live paycheck to paycheck could not afford to die without fear of putting our family on the streets. The grim reality is that the insurance companies, the real estate investors, construction companies and top officials stand to lose money if these problems were solved. The best I can say is make sure that you take care of your family the best you know how, and always be prepared for the worst.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
670,"Shova shows us the floating gardens a strengthened version of traditional models. They are planted with new crops, such as turmeric intercropped with okra, cucumber and chillies.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
671,Conservation status: Critically Endangered (IUCN),ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
672,"Not surprisingly, the author's recommendations are to eat more fruits and veggies, get plenty of exercise, and consider a return to living in caves. (Okay, I made the cave part up, but the rest is true).",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
673,New Report: Leading U.S. Companies Make Big Investments in Solar Energy,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
674,"Then this guy goes all geek-wonky and finds a page on Google put up 3 days prior to the event. A United Way page. One wonders if United Way creates a blank page from time to time and then filled them in if an event happens? An interesting date dis-connect, but the frame can be built prior to populating it. Then goes on into the wrong kid on the lap image.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
676,the president wanted to help us get out of the mess. There will be times when,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
677,"Should we trust that future generations will be smart, well-equipped human beings capable of taking care of themselves?",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
678,Catch fish responsibly,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
679,"When you sign up, you’ll become a member of NRDC’s Activist Network. We will keep you informed with the latest alerts and progress reports.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
680,"In each issue, you'll hear diverse perspectives from business leaders, investors, and entrepreneurs working on climate tech solutions around the world.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
681,"In recent years, BPA has become a three-letter household word. In response to growing concerns about a litany of adverse effects associated with exposure to this estrogen-like chemical – particularly in the very young – families across the country ditched their plastic baby bottles, major chain stores banished BPA-based plastics from their shelves, and more than a dozen states imposed new limits on the once obscure compound.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
682,"Previous alerts include 3 posts on the Omaha situation and the participation of Warren Buffetts very rich daughter, whos pushing her weight around and has already intimidated the mayor into being quite on this insane idea.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
683,Caribbean,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
684,Education,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
685,"Important steps are being taken in the Midwest to harness the economic and environmental benefits of energy efficiency. Under a law passed in Michigan last year, electric utilities are offering their customers aggressive energy-saving programs. Detroit Edison plans to spend $127 million over three years to save 6.6 billion kilowatt-hours of electricity, which will save the company and its customers $489 million. For every dollar invested in energy efficiency, the company and its customers will save $3.85. That's a bargain we can't afford to pass up.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
